,x_values,# of Var,ssr,r^2,r^2adj,AIC,BIC
112,"Index(['const', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005488163746270007,0.43769431492893973,0.33545691764329233,-142.90427648915895,-136.4250921591373
113,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.009048150247839526,0.9340367613934232,0.9190451162555648,-129.40517782502542,-122.92599349500378
114,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",5,0.006714833900746256,0.9510472109032211,0.9399215770175895,-137.45769158050462,-130.97850725048298
115,"Index(['MgO', 'Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005545522938611254,0.959571775138769,0.9503835422157619,-142.62355216032307,-136.14436783030143
116,"Index(['MgO', 'Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.00546926318045579,0.9601277275141719,0.9510658474037563,-142.99742167488782,-136.51823734486618
117,"Index(['MgO', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005528300356023687,0.9596973319977432,0.950537634724503,-142.7075358202417,-136.22835149022006
118,"Index(['Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.0054713461716972035,0.960112541996192,0.9510472106316902,-142.98714057218368,-136.50795624216204
119,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",6,0.00903770737691345,0.07401555912011393,-0.14645692680366862,-127.43635771731351,-119.66133652128754
120,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",6,0.006606853701402796,0.3230757010017252,0.16190324885927887,-135.8954032760795,-128.1203820800535
121,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.005476416898471281,0.43889787218493026,0.30530212746705654,-140.96212913709635,-133.1871079410704
122,"Index(['const', 'MgO', 'Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.005468890834495014,0.4396689768304395,0.30625682845673463,-140.9992598901719,-133.22423869414592
123,"Index(['const', 'MgO', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.005476371233642138,0.4389025509070352,0.30530792017061503,-140.96235427618825,-133.18733308016226
124,"Index(['const', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.005470002714265019,0.43955505597372035,0.3061157835865109,-140.99377108021872,-133.21874988419273
125,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.005467812529235812,0.9601383031180177,0.9487492468660228,-141.00458402508247,-133.22956282905648
126,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",7,0.00530287243027098,0.4566788724599288,0.29368253419790735,-139.8315937950847,-130.7607357330544
