,x_values,# of Var,ssr,r^2,r^2adj,AIC,BIC
70,"Index(['const', 'MgO', 'P2O5', 'Concentration(mM)'], dtype='object')",4,0.014899269664924957,0.5901125127271927,0.5366489274307396,-117.93887783030445,-112.75553036628713
71,"Index(['const', 'MgO', 'P2O5', 'L/S'], dtype='object')",4,0.01806346359983406,0.5030637156793085,0.43824593946356616,-112.73924168307272,-107.5558942190554
72,"Index(['const', 'MgO', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.024280764746859355,0.3320221812897518,0.24489463971884995,-104.7528266291441,-99.56947916512678
73,"Index(['const', 'Al2O3', 'SiO2', 'P2O5'], dtype='object')",4,0.004116974281932364,0.8867396670079314,0.8719665800959224,-152.6661077303871,-147.48276026636978
74,"Index(['const', 'Al2O3', 'SiO2', 'Concentration(mM)'], dtype='object')",4,0.019275136033098994,0.46972990937617964,0.4005642453817684,-110.98627574492014,-105.80292828090282
75,"Index(['const', 'Al2O3', 'SiO2', 'L/S'], dtype='object')",4,0.01803646422174319,0.503806484116452,0.43908559074033715,-112.7796286527076,-107.59628118869028
76,"Index(['const', 'Al2O3', 'P2O5', 'Concentration(mM)'], dtype='object')",4,0.011625826307512497,0.680166824292431,0.6384494535479656,-124.63712333416856,-119.45377587015125
77,"Index(['const', 'Al2O3', 'P2O5', 'L/S'], dtype='object')",4,0.011736804615564924,0.6771137471381539,0.6349981489387826,-124.38060797290814,-119.19726050889082
78,"Index(['const', 'Al2O3', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.018181280199074386,0.49982251319706006,0.43458197144015487,-112.56370950653545,-107.38036204251813
79,"Index(['const', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",4,0.003373831457090806,0.9071839540105492,0.8950775132293165,-158.04098332682966,-152.85763586281234
80,"Index(['const', 'SiO2', 'P2O5', 'L/S'], dtype='object')",4,0.004631701275136159,0.8725792310523041,0.8559591307547785,-149.48535246229932,-144.302004998282
81,"Index(['const', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.03199600770646128,0.11977140514230378,0.004958979726082613,-97.30280645380591,-92.1194589897886
82,"Index(['const', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.017134771768933098,0.5286125626751386,0.4671272447632001,-114.16434155892011,-108.9809940949028
83,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5'], dtype='object')",4,0.003992089915581832,0.9884679009547589,0.9864623185121083,-153.4978053038319,-148.3144578398146
84,"Index(['MgO', 'Al2O3', 'SiO2', 'Concentration(mM)'], dtype='object')",4,0.004070530314671188,0.98824130724806,0.9861963172042444,-152.97242830747425,-147.78908084345693
85,"Index(['MgO', 'Al2O3', 'SiO2', 'L/S'], dtype='object')",4,0.0042910705688784185,0.9876042243895169,0.9854484373268242,-151.5478283266907,-146.3644808626734
86,"Index(['MgO', 'Al2O3', 'P2O5', 'Concentration(mM)'], dtype='object')",4,0.00332112644887468,0.9904061381481658,0.9887376404348034,-158.46609865686736,-153.28275119285004
87,"Index(['MgO', 'Al2O3', 'P2O5', 'L/S'], dtype='object')",4,0.004048873770882826,0.9883038673138969,0.9862697572815311,-153.11646056963633,-147.93311310561901
88,"Index(['MgO', 'Al2O3', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.0041597645922450775,0.9879835328619682,0.9858937124901366,-152.3869280463095,-147.20358058229218
89,"Index(['MgO', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",4,0.025885215776573687,0.9252244116602322,0.9122199615141856,-103.0251634917862,-97.84181602776889
90,"Index(['MgO', 'SiO2', 'P2O5', 'L/S'], dtype='object')",4,0.027867377876404947,0.9194984660672343,0.9054981992963185,-101.03297479119169,-95.84962732717437
91,"Index(['MgO', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.027973406438751642,0.9191921774042876,0.9051386430398158,-100.93044132362414,-95.74709385960682
92,"Index(['MgO', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.023836290568518045,0.931143218334241,0.9191681258706307,-105.25165782700338,-100.06831036298607
93,"Index(['Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",4,0.025926318271255938,0.9251056773507087,0.9120805777595276,-102.98232486098237,-97.79897739696506
94,"Index(['Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",4,0.013947143562889732,0.9597103661574217,0.9527034733152341,-119.72188955241958,-114.53854208840227
95,"Index(['Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.01818491339962852,0.9474685623600029,0.9383326601617425,-112.55831458308703,-107.37496711906971
96,"Index(['Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.014934440756928886,0.956858323926532,0.9493554237398419,-117.87521696408228,-112.69186950006497
97,"Index(['SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",4,0.029141248849085165,0.9158185874727,0.9011783418157782,-99.82613139027538,-94.64278392625806
98,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5'], dtype='object')",5,0.003924008879112043,0.8920482563462937,0.8724206665910743,-151.9622344008596,-145.48305007083795
99,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'Concentration(mM)'], dtype='object')",5,0.0030834502238364613,0.9151725089348218,0.8997493287411531,-158.4709794621629,-151.99179513214125
100,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'L/S'], dtype='object')",5,0.0039006514919651047,0.8926908315155623,0.8731800736093008,-152.12343023461335,-145.6442459045917
101,"Index(['const', 'MgO', 'Al2O3', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.0031086232382334738,0.914479984814491,0.8989308911443985,-158.251448754956,-151.77226442493435
102,"Index(['const', 'MgO', 'Al2O3', 'P2O5', 'L/S'], dtype='object')",5,0.003924879474312316,0.8920243057710577,0.8723923613657956,-151.9562447448866,-145.47706041486495
103,"Index(['const', 'MgO', 'Al2O3', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.004115988311034607,0.8867667916350369,0.86617893556868,-150.67257471333917,-144.19339038331753
104,"Index(['const', 'MgO', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.0032478484357396998,0.9106498194671766,0.8944043320975723,-157.0685026734726,-150.58931834345097
105,"Index(['const', 'MgO', 'SiO2', 'P2O5', 'L/S'], dtype='object')",5,0.004085089120934266,0.887616846146018,0.867183545445294,-150.8760314145699,-144.39684708454826
106,"Index(['const', 'MgO', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.024009674075571575,0.339480041747089,0.21938550388292333,-103.05597256004305,-96.5767882300214
107,"Index(['const', 'MgO', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.013176171857061558,0.6375159255570906,0.5716097302038343,-119.25723615013501,-112.77805182011338
